---
title: Causes of Death in France from 1925 to 1999
source: The data is made available by INED <www.ined.fr> at
  <https://www.ined.fr/en/everything_about_population/data/online-databases/death_causes_since_1925/>
  The original data authors are Jacques Vallin <vallin@ined.fr> and France
  Meslé <mesle@ined.fr>.
variables:
    year : period calendar year
    sex  : -
    age  : age groups in years [a, b]
    cod  : cause of death category (ICD-9 code)
    dx   : number of deaths
note: The data was downloaded in June 2014 in the form of `html` tables made
  availabe by the INED web interface. It was then converted into `.csv` format
  and aggregated into the current form.
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
date: 2015-08-19
...

year,sex,age,cod,dx
1973,male,80-84,780*-799*,1152
1974,male,80-84,780*-799*,1033
1975,male,80-84,780*-799*,989
1976,male,80-84,780*-799*,883
1977,male,80-84,780*-799*,889
1978,male,80-84,780*-799*,925
1979,male,80-84,780*-799*,888
1980,male,80-84,780*-799*,1033
1981,male,80-84,780*-799*,1086
1982,male,80-84,780*-799*,1153
1983,male,80-84,780*-799*,1577
1984,male,80-84,780*-799*,1200
1985,male,80-84,780*-799*,1150
1986,male,80-84,780*-799*,1090
1987,male,80-84,780*-799*,1001
1988,male,80-84,780*-799*,886
1989,male,80-84,780*-799*,874
1990,male,80-84,780*-799*,890
1991,male,80-84,780*-799*,809
1992,male,80-84,780*-799*,850
1993,male,80-84,780*-799*,830
1994,male,80-84,780*-799*,787
1995,male,80-84,780*-799*,881
1996,male,80-84,780*-799*,845
1997,male,80-84,780*-799*,713
1998,male,80-84,780*-799*,575
1999,male,80-84,780*-799*,688
1925,male,85-89,780*-799*,5534
1926,male,85-89,780*-799*,5394
1927,male,85-89,780*-799*,5584
1928,male,85-89,780*-799*,5380
1929,male,85-89,780*-799*,5942
1930,male,85-89,780*-799*,4472
1931,male,85-89,780*-799*,5007
1932,male,85-89,780*-799*,4551
1933,male,85-89,780*-799*,4648
1934,male,85-89,780*-799*,4373
1935,male,85-89,780*-799*,4741
1936,male,85-89,780*-799*,4689
1937,male,85-89,780*-799*,4396
1938,male,85-89,780*-799*,4811
1939,male,85-89,780*-799*,4924
1940,male,85-89,780*-799*,4720
1941,male,85-89,780*-799*,3501
1942,male,85-89,780*-799*,3279
1943,male,85-89,780*-799*,2767
1944,male,85-89,780*-799*,2987
1945,male,85-89,780*-799*,2673
1946,male,85-89,780*-799*,2414
1947,male,85-89,780*-799*,2494
1948,male,85-89,780*-799*,2434
1949,male,85-89,780*-799*,2880
1950,male,85-89,780*-799*,2694
1951,male,85-89,780*-799*,2986
1952,male,85-89,780*-799*,3200
1953,male,85-89,780*-799*,3228
1954,male,85-89,780*-799*,3020
1955,male,85-89,780*-799*,2934
1956,male,85-89,780*-799*,2915
1957,male,85-89,780*-799*,2655
1958,male,85-89,780*-799*,2447
1959,male,85-89,780*-799*,2481
1960,male,85-89,780*-799*,2483
1961,male,85-89,780*-799*,2417
1962,male,85-89,780*-799*,2716
1963,male,85-89,780*-799*,2653
1964,male,85-89,780*-799*,2208
1965,male,85-89,780*-799*,2328
1966,male,85-89,780*-799*,2028
1967,male,85-89,780*-799*,2007
1968,male,85-89,780*-799*,1935
1969,male,85-89,780*-799*,1777
1970,male,85-89,780*-799*,1809
1971,male,85-89,780*-799*,1709
1972,male,85-89,780*-799*,1351
1973,male,85-89,780*-799*,1295
1974,male,85-89,780*-799*,1168
1975,male,85-89,780*-799*,1096
1976,male,85-89,780*-799*,1011
1977,male,85-89,780*-799*,835
1978,male,85-89,780*-799*,933
1979,male,85-89,780*-799*,855
1980,male,85-89,780*-799*,909
1981,male,85-89,780*-799*,1004
1982,male,85-89,780*-799*,1119
1983,male,85-89,780*-799*,1467
1984,male,85-89,780*-799*,1203
1985,male,85-89,780*-799*,1133
1986,male,85-89,780*-799*,1099
1987,male,85-89,780*-799*,1049
1988,male,85-89,780*-799*,939
1989,male,85-89,780*-799*,1052
1990,male,85-89,780*-799*,939
1991,male,85-89,780*-799*,1062
1992,male,85-89,780*-799*,986
1993,male,85-89,780*-799*,953
1994,male,85-89,780*-799*,1010
1995,male,85-89,780*-799*,1132
1996,male,85-89,780*-799*,1112
1997,male,85-89,780*-799*,1141
1998,male,85-89,780*-799*,1090
1999,male,85-89,780*-799*,1326
1925,male,90-94,780*-799*,1684
1926,male,90-94,780*-799*,1697
1927,male,90-94,780*-799*,1622
1928,male,90-94,780*-799*,1593
1929,male,90-94,780*-799*,1729
1930,male,90-94,780*-799*,1110
1931,male,90-94,780*-799*,1430
1932,male,90-94,780*-799*,1297
1933,male,90-94,780*-799*,1391
1934,male,90-94,780*-799*,1282
1935,male,90-94,780*-799*,1415
1936,male,90-94,780*-799*,1315
1937,male,90-94,780*-799*,1252
1938,male,90-94,780*-799*,1323
1939,male,90-94,780*-799*,1401
1940,male,90-94,780*-799*,1434
1941,male,90-94,780*-799*,1024
1942,male,90-94,780*-799*,929
1943,male,90-94,780*-799*,772
1944,male,90-94,780*-799*,820
1945,male,90-94,780*-799*,713
1946,male,90-94,780*-799*,631
1947,male,90-94,780*-799*,649
1948,male,90-94,780*-799*,649
1949,male,90-94,780*-799*,821
1950,male,90-94,780*-799*,820
1951,male,90-94,780*-799*,879
1952,male,90-94,780*-799*,1419
1953,male,90-94,780*-799*,1481
1954,male,90-94,780*-799*,1417
1955,male,90-94,780*-799*,1301
1956,male,90-94,780*-799*,1409
1957,male,90-94,780*-799*,1170
1958,male,90-94,780*-799*,1175
1959,male,90-94,780*-799*,1137
1960,male,90-94,780*-799*,1294
1961,male,90-94,780*-799*,1191
1962,male,90-94,780*-799*,1470
1963,male,90-94,780*-799*,1332
1964,male,90-94,780*-799*,1216
1965,male,90-94,780*-799*,1327
1966,male,90-94,780*-799*,1293
1967,male,90-94,780*-799*,1302
1968,male,90-94,780*-799*,1207
1969,male,90-94,780*-799*,1121
1970,male,90-94,780*-799*,1070
1971,male,90-94,780*-799*,1161
1972,male,90-94,780*-799*,945
1973,male,90-94,780*-799*,911
1974,male,90-94,780*-799*,802
1975,male,90-94,780*-799*,801
1976,male,90-94,780*-799*,793
1977,male,90-94,780*-799*,705
1978,male,90-94,780*-799*,762
1979,male,90-94,780*-799*,679
1980,male,90-94,780*-799*,730
1981,male,90-94,780*-799*,736
1982,male,90-94,780*-799*,779
1983,male,90-94,780*-799*,886
1984,male,90-94,780*-799*,748
1985,male,90-94,780*-799*,633
1986,male,90-94,780*-799*,665
1987,male,90-94,780*-799*,717
1988,male,90-94,780*-799*,646
1989,male,90-94,780*-799*,660
1990,male,90-94,780*-799*,725
1991,male,90-94,780*-799*,716
1992,male,90-94,780*-799*,741
1993,male,90-94,780*-799*,744
1994,male,90-94,780*-799*,843
1995,male,90-94,780*-799*,893
1996,male,90-94,780*-799*,1007
1997,male,90-94,780*-799*,1028
1998,male,90-94,780*-799*,916
1999,male,90-94,780*-799*,1075
1925,male,95-99,780*-799*,220
1926,male,95-99,780*-799*,252
1927,male,95-99,780*-799*,198
1928,male,95-99,780*-799*,223
1929,male,95-99,780*-799*,226
1930,male,95-99,780*-799*,152
1931,male,95-99,780*-799*,180
1932,male,95-99,780*-799*,167
1933,male,95-99,780*-799*,179
1934,male,95-99,780*-799*,164
1935,male,95-99,780*-799*,177
1936,male,95-99,780*-799*,166
1937,male,95-99,780*-799*,170
1938,male,95-99,780*-799*,196
1939,male,95-99,780*-799*,194
1940,male,95-99,780*-799*,209
1941,male,95-99,780*-799*,122
1942,male,95-99,780*-799*,117
1943,male,95-99,780*-799*,94
1944,male,95-99,780*-799*,103
1945,male,95-99,780*-799*,89
1946,male,95-99,780*-799*,77
1947,male,95-99,780*-799*,83
1948,male,95-99,780*-799*,88
1949,male,95-99,780*-799*,114
1950,male,95-99,780*-799*,108
1951,male,95-99,780*-799*,113
1952,male,95-99,780*-799*,225
1953,male,95-99,780*-799*,229
1954,male,95-99,780*-799*,245
1955,male,95-99,780*-799*,217
1956,male,95-99,780*-799*,247
1957,male,95-99,780*-799*,233
1958,male,95-99,780*-799*,232
1959,male,95-99,780*-799*,240
1960,male,95-99,780*-799*,204
1961,male,95-99,780*-799*,201
1962,male,95-99,780*-799*,214
1963,male,95-99,780*-799*,231
1964,male,95-99,780*-799*,245
1965,male,95-99,780*-799*,280
1966,male,95-99,780*-799*,237
1967,male,95-99,780*-799*,299
1968,male,95-99,780*-799*,313
1969,male,95-99,780*-799*,259
1970,male,95-99,780*-799*,285
1971,male,95-99,780*-799*,330
1972,male,95-99,780*-799*,243
1973,male,95-99,780*-799*,278
1974,male,95-99,780*-799*,260
1975,male,95-99,780*-799*,264
1976,male,95-99,780*-799*,224
1977,male,95-99,780*-799*,221
1978,male,95-99,780*-799*,256
1979,male,95-99,780*-799*,242
1980,male,95-99,780*-799*,256
1981,male,95-99,780*-799*,281
1982,male,95-99,780*-799*,278
1983,male,95-99,780*-799*,298
1984,male,95-99,780*-799*,243
1985,male,95-99,780*-799*,249
1986,male,95-99,780*-799*,247
1987,male,95-99,780*-799*,244
1988,male,95-99,780*-799*,242
1989,male,95-99,780*-799*,227
1990,male,95-99,780*-799*,223
1991,male,95-99,780*-799*,241
1992,male,95-99,780*-799*,248
1993,male,95-99,780*-799*,249
1994,male,95-99,780*-799*,343
1995,male,95-99,780*-799*,397
1996,male,95-99,780*-799*,375
1997,male,95-99,780*-799*,431
1998,male,95-99,780*-799*,415
1999,male,95-99,780*-799*,478
1925,male,100+,780*-799*,16
1926,male,100+,780*-799*,19
1927,male,100+,780*-799*,12
1928,male,100+,780*-799*,12
1929,male,100+,780*-799*,15
1930,male,100+,780*-799*,12
1931,male,100+,780*-799*,15
1932,male,100+,780*-799*,8
1933,male,100+,780*-799*,6
1934,male,100+,780*-799*,6
1935,male,100+,780*-799*,11
1936,male,100+,780*-799*,10
1937,male,100+,780*-799*,10
1938,male,100+,780*-799*,8
1939,male,100+,780*-799*,10
1940,male,100+,780*-799*,12
1941,male,100+,780*-799*,6
1942,male,100+,780*-799*,8
1943,male,100+,780*-799*,10
1944,male,100+,780*-799*,10
1945,male,100+,780*-799*,9
1946,male,100+,780*-799*,10
1947,male,100+,780*-799*,8
1948,male,100+,780*-799*,9
1949,male,100+,780*-799*,8
1950,male,100+,780*-799*,34
1951,male,100+,780*-799*,31
1952,male,100+,780*-799*,21
1953,male,100+,780*-799*,21
1954,male,100+,780*-799*,19
1955,male,100+,780*-799*,11
1956,male,100+,780*-799*,20
1957,male,100+,780*-799*,9
1958,male,100+,780*-799*,15
1959,male,100+,780*-799*,25
1960,male,100+,780*-799*,13
1961,male,100+,780*-799*,13
1962,male,100+,780*-799*,10
1963,male,100+,780*-799*,30
1964,male,100+,780*-799*,28
1965,male,100+,780*-799*,28
1966,male,100+,780*-799*,29
1967,male,100+,780*-799*,32
1968,male,100+,780*-799*,29
1969,male,100+,780*-799*,29
1970,male,100+,780*-799*,40
1971,male,100+,780*-799*,37
1972,male,100+,780*-799*,31
1973,male,100+,780*-799*,39
1974,male,100+,780*-799*,55
1975,male,100+,780*-799*,41
1976,male,100+,780*-799*,45
1977,male,100+,780*-799*,50
1978,male,100+,780*-799*,54
1979,male,100+,780*-799*,45
1980,male,100+,780*-799*,46
1981,male,100+,780*-799*,41
1982,male,100+,780*-799*,55
1983,male,100+,780*-799*,71
1984,male,100+,780*-799*,46
1985,male,100+,780*-799*,47
1986,male,100+,780*-799*,49
1987,male,100+,780*-799*,44
1988,male,100+,780*-799*,49
1989,male,100+,780*-799*,52
1990,male,100+,780*-799*,56
1991,male,100+,780*-799*,57
1992,male,100+,780*-799*,66
1993,male,100+,780*-799*,68
1994,male,100+,780*-799*,57
1995,male,100+,780*-799*,71
1996,male,100+,780*-799*,78
1997,male,100+,780*-799*,83
1998,male,100+,780*-799*,84
1999,male,100+,780*-799*,91
1925,male,total,800*-999*,24805
1926,male,total,800*-999*,24240
1927,male,total,800*-999*,22010
1928,male,total,800*-999*,22671
1929,male,total,800*-999*,24421
1930,male,total,800*-999*,25305
1931,male,total,800*-999*,24085
1932,male,total,800*-999*,24769
1933,male,total,800*-999*,24529
1934,male,total,800*-999*,25561
1935,male,total,800*-999*,25413
1936,male,total,800*-999*,24079
1937,male,total,800*-999*,23496
1938,male,total,800*-999*,24915
1939,male,total,800*-999*,23982
1940,male,total,800*-999*,30686
1941,male,total,800*-999*,19905
1942,male,total,800*-999*,17472
1943,male,total,800*-999*,21902
1944,male,total,800*-999*,82763
1945,male,total,800*-999*,25283
1946,male,total,800*-999*,18174
1947,male,total,800*-999*,19415
1948,male,total,800*-999*,19750
1949,male,total,800*-999*,19299
1950,male,total,800*-999*,20334
1951,male,total,800*-999*,20677
1952,male,total,800*-999*,21421
1953,male,total,800*-999*,22818
1954,male,total,800*-999*,22902
1955,male,total,800*-999*,23727
1956,male,total,800*-999*,24581
1957,male,total,800*-999*,25247
1958,male,total,800*-999*,23649
1959,male,total,800*-999*,24206
1960,male,total,800*-999*,23257
1961,male,total,800*-999*,25047
1962,male,total,800*-999*,25809
1963,male,total,800*-999*,26180
1964,male,total,800*-999*,26495
1965,male,total,800*-999*,27415
1966,male,total,800*-999*,27961
1967,male,total,800*-999*,28685
1968,male,total,800*-999*,29843
1969,male,total,800*-999*,30708
1970,male,total,800*-999*,29728
1971,male,total,800*-999*,30844
1972,male,total,800*-999*,31675
1973,male,total,800*-999*,31213
1974,male,total,800*-999*,30035
1975,male,total,800*-999*,29634
1976,male,total,800*-999*,30302
1977,male,total,800*-999*,29935
1978,male,total,800*-999*,29209
1979,male,total,800*-999*,30448
1980,male,total,800*-999*,30439
1981,male,total,800*-999*,30309
1982,male,total,800*-999*,30641
1983,male,total,800*-999*,30660
1984,male,total,800*-999*,30128
1985,male,total,800*-999*,29628
1986,male,total,800*-999*,29702
1987,male,total,800*-999*,27988
1988,male,total,800*-999*,28366
1989,male,total,800*-999*,29049
1990,male,total,800*-999*,29039
1991,male,total,800*-999*,28393
1992,male,total,800*-999*,28260
1993,male,total,800*-999*,28282
1994,male,total,800*-999*,27497
1995,male,total,800*-999*,27137
1996,male,total,800*-999*,26309
1997,male,total,800*-999*,26345
1998,male,total,800*-999*,26388
1999,male,total,800*-999*,25919
1925,male,<1,800*-999*,341
1926,male,<1,800*-999*,345
1927,male,<1,800*-999*,261
1928,male,<1,800*-999*,225
1929,male,<1,800*-999*,243
1930,male,<1,800*-999*,332
1931,male,<1,800*-999*,265
1932,male,<1,800*-999*,261
1933,male,<1,800*-999*,275
1934,male,<1,800*-999*,273
1935,male,<1,800*-999*,215
1936,male,<1,800*-999*,160
1937,male,<1,800*-999*,125
1938,male,<1,800*-999*,170
1939,male,<1,800*-999*,162
1940,male,<1,800*-999*,309
1941,male,<1,800*-999*,221
1942,male,<1,800*-999*,246
1943,male,<1,800*-999*,289
1944,male,<1,800*-999*,591
1945,male,<1,800*-999*,346
1946,male,<1,800*-999*,272
1947,male,<1,800*-999*,283
1948,male,<1,800*-999*,245
1949,male,<1,800*-999*,207
1950,male,<1,800*-999*,222
1951,male,<1,800*-999*,238
1952,male,<1,800*-999*,288
1953,male,<1,800*-999*,256
1954,male,<1,800*-999*,264
1955,male,<1,800*-999*,294
1956,male,<1,800*-999*,295
1957,male,<1,800*-999*,306
1958,male,<1,800*-999*,289
1959,male,<1,800*-999*,316
1960,male,<1,800*-999*,227
1961,male,<1,800*-999*,298
1962,male,<1,800*-999*,280
1963,male,<1,800*-999*,327
1964,male,<1,800*-999*,322
1965,male,<1,800*-999*,368
1966,male,<1,800*-999*,377
1967,male,<1,800*-999*,355
1968,male,<1,800*-999*,440
1969,male,<1,800*-999*,418
1970,male,<1,800*-999*,435
1971,male,<1,800*-999*,498
1972,male,<1,800*-999*,491
1973,male,<1,800*-999*,522
1974,male,<1,800*-999*,536
1975,male,<1,800*-999*,457
1976,male,<1,800*-999*,453
1977,male,<1,800*-999*,490
1978,male,<1,800*-999*,407
1979,male,<1,800*-999*,407
1980,male,<1,800*-999*,450
1981,male,<1,800*-999*,421
1982,male,<1,800*-999*,346
1983,male,<1,800*-999*,263
1984,male,<1,800*-999*,220
1985,male,<1,800*-999*,199
1986,male,<1,800*-999*,201
1987,male,<1,800*-999*,172
1988,male,<1,800*-999*,169
1989,male,<1,800*-999*,163
1990,male,<1,800*-999*,189
1991,male,<1,800*-999*,170
1992,male,<1,800*-999*,147
1993,male,<1,800*-999*,105
1994,male,<1,800*-999*,107
1995,male,<1,800*-999*,81
1996,male,<1,800*-999*,87
1997,male,<1,800*-999*,79
1998,male,<1,800*-999*,88
1999,male,<1,800*-999*,82
1925,male,1-4,800*-999*,879
1926,male,1-4,800*-999*,843
1927,male,1-4,800*-999*,862
1928,male,1-4,800*-999*,812
1929,male,1-4,800*-999*,862
1930,male,1-4,800*-999*,828
1931,male,1-4,800*-999*,706
1932,male,1-4,800*-999*,733
1933,male,1-4,800*-999*,702
1934,male,1-4,800*-999*,715
1935,male,1-4,800*-999*,627
1936,male,1-4,800*-999*,574
1937,male,1-4,800*-999*,522
1938,male,1-4,800*-999*,476
1939,male,1-4,800*-999*,427
1940,male,1-4,800*-999*,766
1941,male,1-4,800*-999*,534
1942,male,1-4,800*-999*,515
1943,male,1-4,800*-999*,635
1944,male,1-4,800*-999*,1435
1945,male,1-4,800*-999*,757
1946,male,1-4,800*-999*,586
1947,male,1-4,800*-999*,562
1948,male,1-4,800*-999*,590
1949,male,1-4,800*-999*,583
1950,male,1-4,800*-999*,627
1951,male,1-4,800*-999*,573
1952,male,1-4,800*-999*,587
1953,male,1-4,800*-999*,575
1954,male,1-4,800*-999*,539
1955,male,1-4,800*-999*,509
1956,male,1-4,800*-999*,500
1957,male,1-4,800*-999*,528
1958,male,1-4,800*-999*,495
1959,male,1-4,800*-999*,503
1960,male,1-4,800*-999*,506
1961,male,1-4,800*-999*,475
1962,male,1-4,800*-999*,500
1963,male,1-4,800*-999*,482
1964,male,1-4,800*-999*,513
1965,male,1-4,800*-999*,514
1966,male,1-4,800*-999*,480
1967,male,1-4,800*-999*,518
1968,male,1-4,800*-999*,563
1969,male,1-4,800*-999*,535
1970,male,1-4,800*-999*,560
1971,male,1-4,800*-999*,533
1972,male,1-4,800*-999*,568
1973,male,1-4,800*-999*,571
1974,male,1-4,800*-999*,568
1975,male,1-4,800*-999*,501
1976,male,1-4,800*-999*,418
1977,male,1-4,800*-999*,423
1978,male,1-4,800*-999*,425
1979,male,1-4,800*-999*,376
1980,male,1-4,800*-999*,392
1981,male,1-4,800*-999*,362
1982,male,1-4,800*-999*,339
1983,male,1-4,800*-999*,376
1984,male,1-4,800*-999*,328
1985,male,1-4,800*-999*,286
1986,male,1-4,800*-999*,303
1987,male,1-4,800*-999*,281
1988,male,1-4,800*-999*,295
1989,male,1-4,800*-999*,280
1990,male,1-4,800*-999*,279
1991,male,1-4,800*-999*,248
1992,male,1-4,800*-999*,211
1993,male,1-4,800*-999*,219
1994,male,1-4,800*-999*,182
1995,male,1-4,800*-999*,203
1996,male,1-4,800*-999*,189
1997,male,1-4,800*-999*,188
1998,male,1-4,800*-999*,171
1999,male,1-4,800*-999*,163
1925,male,5-9,800*-999*,352
1926,male,5-9,800*-999*,451
1927,male,5-9,800*-999*,445
1928,male,5-9,800*-999*,523
1929,male,5-9,800*-999*,534
1930,male,5-9,800*-999*,530
1931,male,5-9,800*-999*,492
1932,male,5-9,800*-999*,483
1933,male,5-9,800*-999*,498
1934,male,5-9,800*-999*,494
1935,male,5-9,800*-999*,414
1936,male,5-9,800*-999*,435
1937,male,5-9,800*-999*,486
1938,male,5-9,800*-999*,477
1939,male,5-9,800*-999*,485
1940,male,5-9,800*-999*,864
1941,male,5-9,800*-999*,463
1942,male,5-9,800*-999*,432
1943,male,5-9,800*-999*,620
1944,male,5-9,800*-999*,1677
1945,male,5-9,800*-999*,694
1946,male,5-9,800*-999*,410
1947,male,5-9,800*-999*,359
1948,male,5-9,800*-999*,333
1949,male,5-9,800*-999*,297
1950,male,5-9,800*-999*,250
1951,male,5-9,800*-999*,260
1952,male,5-9,800*-999*,265
1953,male,5-9,800*-999*,272
1954,male,5-9,800*-999*,272
1955,male,5-9,800*-999*,311
1956,male,5-9,800*-999*,318
1957,male,5-9,800*-999*,321
1958,male,5-9,800*-999*,289
1959,male,5-9,800*-999*,325
1960,male,5-9,800*-999*,309
1961,male,5-9,800*-999*,351
1962,male,5-9,800*-999*,370
1963,male,5-9,800*-999*,341
1964,male,5-9,800*-999*,367
1965,male,5-9,800*-999*,382
1966,male,5-9,800*-999*,375
1967,male,5-9,800*-999*,400
1968,male,5-9,800*-999*,438
1969,male,5-9,800*-999*,423
1970,male,5-9,800*-999*,475
1971,male,5-9,800*-999*,433
1972,male,5-9,800*-999*,459
1973,male,5-9,800*-999*,444
1974,male,5-9,800*-999*,390
1975,male,5-9,800*-999*,380
1976,male,5-9,800*-999*,365
1977,male,5-9,800*-999*,345
1978,male,5-9,800*-999*,347
1979,male,5-9,800*-999*,335
1980,male,5-9,800*-999*,326
1981,male,5-9,800*-999*,329
1982,male,5-9,800*-999*,281
1983,male,5-9,800*-999*,289
1984,male,5-9,800*-999*,239
1985,male,5-9,800*-999*,225
1986,male,5-9,800*-999*,225
1987,male,5-9,800*-999*,228
1988,male,5-9,800*-999*,201
1989,male,5-9,800*-999*,214
1990,male,5-9,800*-999*,163
1991,male,5-9,800*-999*,191
1992,male,5-9,800*-999*,154
1993,male,5-9,800*-999*,159
1994,male,5-9,800*-999*,153
1995,male,5-9,800*-999*,142
1996,male,5-9,800*-999*,132
1997,male,5-9,800*-999*,130
1998,male,5-9,800*-999*,103
1999,male,5-9,800*-999*,104
1925,male,10-14,800*-999*,489
1926,male,10-14,800*-999*,404
1927,male,10-14,800*-999*,331
1928,male,10-14,800*-999*,351
1929,male,10-14,800*-999*,282
1930,male,10-14,800*-999*,321
1931,male,10-14,800*-999*,291
1932,male,10-14,800*-999*,389
1933,male,10-14,800*-999*,401
1934,male,10-14,800*-999*,439
1935,male,10-14,800*-999*,441
1936,male,10-14,800*-999*,394
1937,male,10-14,800*-999*,347
1938,male,10-14,800*-999*,356
1939,male,10-14,800*-999*,359
1940,male,10-14,800*-999*,962
1941,male,10-14,800*-999*,502
1942,male,10-14,800*-999*,460
1943,male,10-14,800*-999*,621
1944,male,10-14,800*-999*,2188
1945,male,10-14,800*-999*,888
1946,male,10-14,800*-999*,384
1947,male,10-14,800*-999*,356
1948,male,10-14,800*-999*,315
1949,male,10-14,800*-999*,254
1950,male,10-14,800*-999*,251
1951,male,10-14,800*-999*,238
1952,male,10-14,800*-999*,239
1953,male,10-14,800*-999*,251
1954,male,10-14,800*-999*,218
1955,male,10-14,800*-999*,288
1956,male,10-14,800*-999*,252
1957,male,10-14,800*-999*,301
1958,male,10-14,800*-999*,328
1959,male,10-14,800*-999*,358
1960,male,10-14,800*-999*,352
1961,male,10-14,800*-999*,371
1962,male,10-14,800*-999*,381
1963,male,10-14,800*-999*,378
1964,male,10-14,800*-999*,439
1965,male,10-14,800*-999*,409
1966,male,10-14,800*-999*,379
1967,male,10-14,800*-999*,432
1968,male,10-14,800*-999*,486
1969,male,10-14,800*-999*,512
1970,male,10-14,800*-999*,466
1971,male,10-14,800*-999*,511
1972,male,10-14,800*-999*,493
1973,male,10-14,800*-999*,467
1974,male,10-14,800*-999*,472
1975,male,10-14,800*-999*,441
1976,male,10-14,800*-999*,392
1977,male,10-14,800*-999*,426
1978,male,10-14,800*-999*,389
1979,male,10-14,800*-999*,416
1980,male,10-14,800*-999*,381
1981,male,10-14,800*-999*,378
1982,male,10-14,800*-999*,351
1983,male,10-14,800*-999*,351
1984,male,10-14,800*-999*,329
1985,male,10-14,800*-999*,349
1986,male,10-14,800*-999*,292
1987,male,10-14,800*-999*,266
1988,male,10-14,800*-999*,250
1989,male,10-14,800*-999*,241
1990,male,10-14,800*-999*,209
1991,male,10-14,800*-999*,227
1992,male,10-14,800*-999*,205
1993,male,10-14,800*-999*,200
1994,male,10-14,800*-999*,215
1995,male,10-14,800*-999*,213
1996,male,10-14,800*-999*,185
1997,male,10-14,800*-999*,177
1998,male,10-14,800*-999*,148
1999,male,10-14,800*-999*,152
1925,male,15-19,800*-999*,1034
1926,male,15-19,800*-999*,1080
1927,male,15-19,800*-999*,928
1928,male,15-19,800*-999*,1077
1929,male,15-19,800*-999*,1090
1930,male,15-19,800*-999*,1038
1931,male,15-19,800*-999*,909
1932,male,15-19,800*-999*,834
1933,male,15-19,800*-999*,774
1934,male,15-19,800*-999*,672
1935,male,15-19,800*-999*,676
1936,male,15-19,800*-999*,756
1937,male,15-19,800*-999*,748
1938,male,15-19,800*-999*,983
1939,male,15-19,800*-999*,899
1940,male,15-19,800*-999*,1821
1941,male,15-19,800*-999*,981
1942,male,15-19,800*-999*,982
